,Variance,Lag-1 AC,Smax
1,0.6839476575766656,0.8709419638397762,0.6428571428571428
2,0.5460992907801417,0.7620617320946957,0.8571428571428571
3,0.7418839276795525,0.9208870242732993,0.9285714285714285
4,-0.36130256717610626,0.7856358006193187,0.3571428571428571
5,0.6861452402357406,0.8355808610528418,0.8571428571428571
6,0.4002597143142543,0.8158026171211666,0.7857142857142856
7,0.6356008390770151,0.8741384477075216,0.8571428571428571
8,0.710718209969034,0.7850364598941164,0.42857142857142855
9,0.8110078913195484,0.9314753770852062,0.7857142857142856
10,0.767056238138048,0.9118969133952651,0.9999999999999998
11,0.1789032064728798,0.738887224053541,0.8571428571428571
12,0.7426830486464888,0.8971131755069423,0.3571428571428571
13,0.40085905503945657,0.740885026470882,0.21428571428571427
14,-0.15173309359704323,0.7846368994106482,0.3571428571428571
15,0.8285885525921486,0.6947357906303065,0.9285714285714285
16,0.6250124862651083,0.7069223853760862,0.6428571428571428
17,0.5964439116971332,0.6585755668764358,0.07142857142857142
18,0.7744481070822095,0.8353810808111077,0.4999999999999999
19,0.7660573369293776,0.8543602037758465,0.9285714285714285
20,0.8361802017780441,0.5329137948256917,0.9285714285714285
21,0.24223354310258713,0.7968234941564278,0.6428571428571428
22,0.42842872839876134,0.6240135850564378,0.7857142857142856
23,0.5441014883628009,0.7946259114973528,0.7142857142857142
24,-0.19368694436120268,0.7482768954150434,0.2857142857142857
25,0.7406852462291479,0.8801318549595444,0.7857142857142856
26,0.9039057037259015,0.911697133153531,0.9285714285714285
27,0.4054540005993407,0.5307162121666167,0.3571428571428571
28,0.822994705823594,0.5976425931475376,0.42857142857142855
29,0.21806013385276193,0.6787533712915792,0.7857142857142856
30,0.7330935970432524,0.8699430626311057,0.9285714285714285
31,0.7312955748676455,0.8539606432923783,0.7857142857142856
32,0.7960243731894915,0.7892318449705323,0.8571428571428571
33,0.5660773149535511,0.721506343022675,0.7857142857142856
34,0.8070122864848666,0.9252821895914494,0.8571428571428571
35,0.8537608630506441,0.9316751573269404,0.9999999999999998
36,0.8265907501748077,0.8719408650484467,0.7857142857142856
37,0.7532714014583957,0.7866347018279891,0.14285714285714285
38,0.8875237239037058,0.9398661472380381,0.9285714285714285
39,0.8213964638897212,0.9270802117670562,0.6428571428571428
40,0.8433722904804715,0.9434621915892517,0.9999999999999998
41,0.7484766756567774,0.8739386674657875,0.9999999999999998
42,0.5916491858955149,0.8881230646289081,0.7857142857142856
43,0.4318249925082409,0.5431025871541304,0.6428571428571428
44,0.8465687743482169,0.9158925182299469,0.9999999999999998
45,0.6997302966736589,0.851163719908101,0.7857142857142856
46,0.751673159524523,0.7652582159624413,0.7857142857142856
47,0.9480571371491359,0.9392668065128358,0.8571428571428571
48,0.8591549295774648,0.868544600938967,0.9285714285714285
49,0.7972230546398961,0.9009090000998901,0.9999999999999998
50,0.7239037059234841,0.8573569074018579,0.7142857142857142
51,0.6821496354010588,0.7920287683548096,0.42857142857142855
52,0.3796823494156428,0.8223953650983917,0.7142857142857142
53,0.697732494256318,0.842573169513535,0.6428571428571428
54,0.6651683148536609,0.7095195285186294,0.5714285714285714
55,0.806013385276196,0.9594446109279791,0.7857142857142856
56,0.622215562880831,0.9057037259015083,0.8571428571428571
57,0.7239037059234841,0.8599540505444011,0.7857142857142856
58,0.23244431125761658,0.9284786734591949,0.2857142857142857
59,0.905104385176306,0.9592448306862451,0.6428571428571428
60,0.8243931675157327,0.89211866946359,0.9285714285714285
61,0.7572670062930775,0.9182898811307562,0.9285714285714285
62,0.6635700729197882,0.7057237039256817,0.7142857142857142
63,0.7492757966237139,0.8417740485465987,0.42857142857142855
64,0.913694935570872,0.920287683548097,0.7857142857142856
65,0.8949155928478673,0.9596443911697132,0.9285714285714285
66,0.8221955848566576,0.8611527319948056,0.7857142857142856
67,0.6939366696633702,0.9524523024672858,0.9999999999999998
68,0.5347118170012986,0.9120966936369992,0.6428571428571428
69,0.88772350414544,0.8847268005194285,0.4999999999999999
70,0.7822395365098391,0.9340725202277494,0.8571428571428571
71,0.6841474378183997,0.8393766856457895,0.7857142857142856
72,0.7534711817001298,0.8965138347817401,0.5714285714285714
73,0.20207771451403453,0.30076915393067627,0.14285714285714285
74,0.3635001498351813,0.6326041354510039,0.0
75,0.822994705823594,0.6927379882129657,0.42857142857142855
76,0.46778543602037753,0.46438917191089796,0.42857142857142855
77,0.8118070122864848,0.8515632803915693,0.9285714285714285
78,0.4793726900409549,0.861951852961742,0.6428571428571428
79,0.8887224053541104,0.9594446109279791,0.9285714285714285
80,0.6803516132254519,0.903106582758965,0.7857142857142856
81,0.6296074318249925,0.2967735490959944,0.21428571428571427
82,0.8363799820197781,0.8205973429227849,0.8571428571428571
83,0.7822395365098391,0.8351813005693736,0.9285714285714285
84,0.10957946259114973,0.8589551493357307,0.7142857142857142
85,0.7520727200079912,0.786235141344521,0.9999999999999998
86,0.17850364598941165,0.611227649585456,0.4999999999999999
