,Variance,Lag-1 AC,Smax
1,0.8981805231805232,0.9492035742035743,0.8823529411764707
2,0.6851528101528102,0.8832232582232583,0.673202614379085
3,0.7197940947940948,0.8588448588448588,0.7124183006535948
4,0.843952343952344,0.953865578865579,0.8169934640522877
5,0.8243654493654493,0.9112600362600363,0.7908496732026145
6,0.9248899248899249,0.9462250712250713,0.9215686274509804
7,0.9440883190883191,0.9471963221963222,0.9607843137254903
8,0.9429551929551929,0.9078930328930329,0.9084967320261439
9,0.8467689717689717,0.9303936803936804,0.8954248366013072
10,0.9203574203574203,0.910936285936286,0.7516339869281047
11,0.848970473970474,0.9142061642061642,0.9477124183006538
12,0.9231740481740481,0.9510165760165761,0.8692810457516341
13,0.9312354312354313,0.9398471898471898,0.803921568627451
14,0.9087671587671587,0.8991841491841491,0.934640522875817
15,0.6292087542087542,0.855963480963481,0.8431372549019609
16,0.9077959077959079,0.9329836829836831,0.803921568627451
17,0.9321419321419322,0.9558728308728309,0.6339869281045752
18,0.92003367003367,0.9000582750582751,0.8431372549019609
19,0.8405853405853405,0.9048174048174048,0.9215686274509804
20,0.7067469567469568,0.9151450401450402,0.8823529411764707
21,0.6284641284641285,0.9281921781921783,0.8562091503267976
22,0.8506216006216006,0.9410774410774411,0.7124183006535948
23,0.8535353535353536,0.9233035483035483,0.8169934640522877
24,0.9251813001813002,0.9326599326599327,0.9215686274509804
25,0.6884226884226885,0.5877363377363377,-0.12418300653594773
26,0.8727337477337477,0.9583333333333334,0.9607843137254903
27,0.8808598808598809,0.9388759388759389,0.9215686274509804
28,0.9285483035483035,0.9528943278943279,0.9869281045751636
29,0.8806332556332556,0.8898601398601399,0.7385620915032681
30,0.9236596736596737,0.9416278166278167,0.9738562091503269
31,0.9661357161357161,0.9586247086247087,0.9738562091503269
32,0.7301541051541052,0.9053030303030304,0.803921568627451
33,0.5851139601139601,0.8920940170940171,0.7385620915032681
34,0.8501359751359752,0.9013856513856514,0.8692810457516341
35,0.9287425537425538,0.9378075628075628,0.9215686274509804
36,0.8684602434602434,0.8856190106190106,0.8692810457516341
37,0.8804390054390056,0.9452538202538202,0.5816993464052289
38,0.8968531468531469,0.9149507899507899,0.934640522875817
39,0.6112406112406112,0.9393291893291894,0.607843137254902
40,0.8458948458948459,0.9090909090909091,0.6470588235294119
41,0.717042217042217,0.8914788914788915,0.8823529411764707
42,0.7114413364413364,0.8504597254597255,0.33333333333333337
43,0.7496762496762497,0.9413688163688163,0.8431372549019609
44,0.9156954156954157,0.9745208495208496,0.9738562091503269
45,0.8983100233100233,0.9328541828541829,0.7777777777777779
46,0.8325887075887076,0.8774928774928775,0.7647058823529412
47,0.906986531986532,0.9180911680911681,0.9607843137254903
48,0.8851333851333851,0.9305231805231806,0.673202614379085
49,0.7004014504014504,0.9394586894586895,0.47712418300653603
50,0.5986143486143486,0.828962703962704,0.5816993464052289
51,0.9041699041699042,0.9123931623931625,0.9738562091503269
52,0.8979538979538979,0.9564879564879566,0.9084967320261439
53,0.615967365967366,0.9097707847707848,0.6339869281045752
54,0.58993783993784,0.858067858067858,0.6339869281045752
55,0.6867391867391868,0.801023051023051,0.33333333333333337
56,0.7308339808339809,0.9262496762496762,0.803921568627451
57,0.9093499093499094,0.9237244237244236,0.8431372549019609
58,0.8997345247345248,0.9202602952602953,0.18954248366013074
59,0.9116485366485367,0.9492683242683243,0.934640522875817
60,0.950919450919451,0.9581390831390831,0.934640522875817
61,0.9162134162134162,0.9407860657860658,0.8692810457516341
62,0.7244237244237245,0.9499158249158249,0.3856209150326798
63,0.8732193732193732,0.8933566433566433,0.6862745098039217
64,0.8904428904428905,0.9538008288008288,0.8692810457516341
65,0.7568311318311318,0.9443473193473194,0.6209150326797386
66,0.7658313908313908,0.945966070966071,0.6993464052287582
67,0.7192113442113443,0.874967624967625,0.7647058823529412
68,0.8466070966070965,0.9543512043512044,0.8954248366013072
69,0.6144781144781144,0.9009324009324009,0.5816993464052289
70,0.9134939134939135,0.9300051800051801,0.8823529411764707
71,0.344017094017094,0.817955192955193,0.5947712418300655
72,0.89494301994302,0.9720279720279721,0.9738562091503269
73,0.8760360010360011,0.9377751877751879,0.08496732026143793
74,0.9144651644651645,0.9404946904946905,0.8823529411764707
75,0.9261525511525512,0.9436674436674436,0.8562091503267976
76,0.8903781403781403,0.9570383320383321,0.7385620915032681
77,0.9134291634291635,0.9177026677026676,0.8954248366013072
78,0.5790922040922041,0.9133320383320384,0.8169934640522877
79,0.73996373996374,0.8584887334887336,0.5947712418300655
80,0.6846671846671847,0.9060476560476561,0.6209150326797386
81,0.8613701113701114,0.9387140637140637,0.9607843137254903
82,0.9192566692566693,0.866032116032116,0.9477124183006538
83,0.9177674177674178,0.9339549339549339,0.673202614379085
84,0.8874967624967626,0.9402356902356903,0.9084967320261439
85,0.8371535871535872,0.915986790986791,0.9215686274509804
86,0.945966070966071,0.9456099456099456,0.8692810457516341
87,0.9232711732711733,0.9425019425019425,0.803921568627451
88,0.8648342398342399,0.9692113442113443,0.9084967320261439
89,0.7078477078477078,0.8805037555037555,0.8954248366013072
90,0.8505892255892257,0.831908831908832,0.8562091503267976
91,0.7713675213675214,0.9364154364154363,0.9084967320261439
92,0.8806656306656306,0.920001295001295,0.7647058823529412
93,0.8496827246827248,0.8891478891478891,0.8300653594771243
94,0.8142644392644394,0.9181235431235432,0.7516339869281047
95,0.7768389018389019,0.9337283087283088,0.8431372549019609
96,0.8707264957264957,0.8986013986013986,0.934640522875817
97,0.790922040922041,0.9412069412069412,0.9607843137254903
98,0.9013209013209013,0.9219437969437969,0.8954248366013072
99,0.5587930587930588,0.8979215229215229,0.8692810457516341
100,0.7924436674436675,0.8839031339031339,0.9084967320261439
