Realisation number,Variance,Standard deviation,Kurtosis,Coefficient of variation,Smax,Lag-1 AC
46,0.8906891000675079,0.8906891000675079,-0.5920184867840266,0.9665316508282702,0.8421052631578948,0.9296619411123227
47,0.48307109103183254,0.48307109103183254,-0.4242093784078516,0.8770317287220232,0.8315789473684211,0.8346315625486835
48,0.46185802565300926,0.46185802565300926,0.48091603053435117,0.806927351093109,0.6631578947368422,0.8220906683283999
49,0.8751103494833047,0.8751103494833047,-0.7861037544788907,0.9721140364542762,0.968421052631579,0.9458898063042009
50,0.6172560627304357,0.6172560627304357,0.5007010437762891,0.9048657630991327,0.7789473684210527,0.925429713870281
51,0.6433504699589759,0.6433504699589759,0.598976995378304,0.9355559017500129,0.768421052631579,0.8901178792127538
52,0.6488809264163681,0.6488809264163681,-0.8042789634937944,0.9401775977566599,0.7999999999999999,0.8789011787921275
53,0.8838344498104584,0.8838344498104584,0.37376019109934044,0.9635716882172717,0.8842105263157894,0.9553928441605649
54,0.1985511761956691,0.1985511761956691,0.8048501843485485,0.886586695747001,0.2631578947368421,0.7956067923352547
55,-0.3454328296203978,-0.3454328296203978,-0.5581087396790777,0.6874123695279638,-0.4631578947368421,0.3723840681310692
56,0.16822454172508697,0.16822454172508697,0.33813678143012926,0.8840681310692216,0.5473684210526316,0.8927143376434543
57,-0.011865815028301396,-0.011865815028301396,-0.47595679493171306,0.8934673105883574,0.6000000000000001,0.9022952692527392
58,0.7658773433037336,0.7658773433037336,-0.6619411123227916,0.9485381939035156,0.49473684210526314,0.9325699745547072
59,0.021368852884665314,0.021368852884665314,-0.17417043153139117,0.8577660071662252,0.2105263157894737,0.8492755880978344
60,0.33678662304616497,0.33678662304616497,0.6994859012307212,0.8745391286285505,0.3473684210526316,0.8074726073635561
61,0.8303474061380276,0.8303474061380276,-0.15789063717089888,0.9480967959702964,0.8210526315789474,0.9522251648751103
62,0.7960481902684737,0.7960481902684737,-0.32455730383756554,0.9550033753959598,0.8526315789473685,0.8973879628187152
63,0.485252116113621,0.485252116113621,-0.06327569195617178,0.9221322116632913,0.6000000000000001,0.8786934621176714
64,0.28246871267591006,0.28246871267591006,-0.7296567481954613,0.8284779560679233,0.7052631578947369,0.8924806563846912
