Realisation number,Variance,Standard deviation,Kurtosis,Coefficient of variation,Smax,Lag-1 AC
81,0.9842989168240088,0.9842989168240088,0.05323130941733744,0.9953294246248634,0.9477124183006538,0.8405048196362914
82,0.9886382457186393,0.9886382457186393,0.03004405578190732,0.9968200337871411,0.9869281045751636,0.7619000298121833
83,0.9877770048693233,0.9877770048693233,-0.14183974295273113,0.9971181556195967,0.9738562091503269,0.888303686773328
84,0.9905594753055749,0.9905594753055749,-0.42833482394249567,0.9980456457650138,1.0,0.7347046937626288
85,0.9861538971148432,0.9861538971148432,-0.16188015502335287,0.9955612971612178,0.9738562091503269,0.754877604425453
86,0.9904269767133725,0.9904269767133725,-0.03762960018549803,0.9971512802676472,0.9607843137254903,0.8185763026267846
87,0.991155718970486,0.991155718970486,0.2706283745735202,0.9974494021001028,0.9738562091503269,0.6623935870681374
88,0.9751896386100899,0.9751896386100899,0.28175825631852663,0.9926463281327637,0.8431372549019609,0.6266520918215245
89,0.9853589055616284,0.9853589055616284,-0.2335950180529332,0.9960581668819769,0.9869281045751636,0.8695551359766803
90,0.9887376196627911,0.9887376196627911,-0.10881446884626851,0.997515651396204,0.9869281045751636,0.8834343635098878
91,0.9868163900758555,0.9868163900758555,0.4626188346748816,0.9958925436417239,0.9215686274509804,0.2501242174301898
92,0.9872470105005136,0.9872470105005136,0.11948060551856637,0.9965550366027361,0.9738562091503269,0.7656431150419027
93,0.9720759216933321,0.9720759216933321,0.3292590016231078,0.9916194640431947,0.9215686274509804,0.5873000099373944
94,0.9905925999536256,0.9905925999536256,-0.5905462254463547,0.9971181556195967,0.9869281045751636,0.45924012057371894
95,0.987810129517374,0.987810129517374,0.10381264699062574,0.9978137732286595,0.9869281045751636,0.8679651528702508
96,0.9804564576501376,0.9804564576501376,0.04422140514757031,0.9931431978535229,0.9084967320261439,0.3967007850541588
97,0.987810129517374,0.987810129517374,0.4869985756401339,0.9958925436417239,0.934640522875817,0.8889330550862897
98,0.9871807612044123,0.9871807612044123,-0.5819338169531949,0.9955281725131672,0.9738562091503269,0.8346086322832821
99,0.9834376759746929,0.9834376759746929,-0.6813408857530889,0.9940375633508894,0.9477124183006538,0.7780317334128326
100,0.9895988605121071,0.9895988605121071,0.10394514558282819,0.9973500281559509,0.9215686274509804,0.5622577760111299
