Noise,h,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax
add,0.1,0.8941499869908107,0.8885246000148866,0.005625386975924074,0.008182546264090833,6.695406336398685e-05,0.4354195010646026,0.1443264091314437,0.062058193127583025,0.009209126565463209,-0.008292802402255512,-0.10889174098785936,5.088963460580793e-06
add,0.101,0.8939905150867486,0.8883359187188116,0.005654596367937081,0.007938639926137605,6.302200387686608e-05,0.48107468174601975,0.19873827823684195,0.12892968606317434,0.00893663050219296,-0.05312644315544663,-0.42518502177902173,7.061358452082256e-06
add,0.10200000000000001,0.8830673735770868,0.8872221924752866,-0.004154818898199797,0.007634942925589629,5.829235347701112e-05,0.41611149482549,0.16019421604178993,0.08931001942352579,0.008605436223466649,0.1421658923118656,0.15808244431079896,5.345748859245529e-06
add,0.10300000000000001,0.9004058845343885,0.8846717952822488,0.015734089252139705,0.007685580537405941,5.9068148196953e-05,0.43595024826455775,0.21314403729083367,0.06794096444094817,0.008687496689310173,0.09329757284898707,0.017312737574430633,4.937450573377642e-06
add,0.10400000000000001,0.883430856465842,0.8834908988400271,-6.0042374185109715e-05,0.00798021607871466,6.368384866297599e-05,0.46140233170347383,0.20763104994101633,0.09972552967276058,0.00903260847527873,-0.06412063422732882,0.11887589643174934,5.909324663506853e-06
add,0.10500000000000001,0.8748067709528715,0.882415796745165,-0.0076090257922935,0.0077637085273121985,6.027517009706014e-05,0.41492833518179556,0.13797267703574995,0.019359904922800503,0.008798228343526714,0.046743164827034965,0.2516835708377597,4.575825363320335e-06
add,0.10600000000000001,0.8723602400717434,0.882427369046997,-0.010067128975253636,0.007824266014422864,6.121913866445265e-05,0.4630315328379838,0.21332160700013716,0.106340069275349,0.008866791186943583,0.02873150021191669,-0.1284956913396763,5.75680311092134e-06
add,0.10700000000000001,0.8846102703554458,0.88000101612704,0.004609254228405857,0.008273600037612893,6.845245758238805e-05,0.47763770703323244,0.22505872183087888,0.13904569710472284,0.009401756279202794,-0.11055673472215312,-0.12071822163513236,6.439339901753055e-06
add,0.10800000000000001,0.8737306199683798,0.8787390450731324,-0.005008425104752634,0.00811560113195643,6.586298173301248e-05,0.460470445221475,0.17836284440129122,0.04948893770166548,0.009235460574378247,-0.08401410684866364,-0.03096789024806833,5.791466222786338e-06
add,0.10900000000000001,0.8716163939925113,0.8774686113858924,-0.005852217393381043,0.008423166745259211,7.094973801844065e-05,0.4798982555601433,0.2219849015479623,0.09099350395076378,0.009599327854439444,0.020118885377077747,-0.23290776634432697,6.974568051652423e-06
