Realisation number,Variance,Standard deviation,Kurtosis,Coefficient of variation,Smax,Lag-1 AC
18,-0.7534532445592766,-0.7534532445592766,-0.08483222365762365,0.24969359700553181,0.045751633986928116,0.7319884726224783
19,-0.537083043492663,-0.537083043492663,-0.43813971976547755,0.8297724336678923,0.15032679738562094,0.9285501341548247
20,-0.6595448673357845,-0.6595448673357845,-0.04932260094736494,0.7089337175792507,0.11111111111111112,0.9153002749345789
21,-0.15078339792639706,-0.15078339792639706,0.2014641094438372,0.41879492530391865,0.11111111111111112,0.7430852297194344
22,-0.5787869753883866,-0.5787869753883866,0.34770943058730003,-0.011792374706018748,-0.6339869281045752,0.9256351651263706
23,-0.8380535956805459,-0.8380535956805459,0.547981052701315,-0.36032992149458415,-0.7254901960784316,0.8945642452548943
24,-0.7316241014939217,-0.7316241014939217,0.23342939481268013,0.2773195534797443,-0.2941176470588236,0.7424889860545232
25,-0.22481698631952038,-0.22481698631952038,-0.8160919540229886,0.9078472291231906,0.5686274509803922,0.9214283348239426
26,-0.5776938620027162,-0.5776938620027162,-0.3949120540594257,0.6955182351187519,0.32026143790849676,0.8812812613865978
27,-0.21534333697704464,-0.21534333697704464,0.7610387889628674,0.8685945211832125,0.15032679738562094,0.9025804100831429
28,-0.8326874026963464,-0.8326874026963464,-0.16976382125939915,-0.16479512405180696,-0.35947712418300654,0.0544900460432608
29,-0.6951207393421445,-0.6951207393421445,0.04220080161648283,0.7020769154327735,-0.39869281045751637,0.897677962171652
30,-0.4084931597601776,-0.4084931597601776,-0.2898406704428766,0.7670343502600285,-0.045751633986928116,0.9232170658186758
31,-0.6609361025539104,-0.6609361025539104,-0.6691841399185134,0.7766736228427574,0.7385620915032681,0.8815793832190534
32,-0.8497465964424129,-0.8497465964424129,0.5876643810659512,0.031932160720792344,-0.803921568627451,0.7210573387657756
33,-0.33224021994766306,-0.33224021994766306,-0.49673722216701455,0.7501739044022657,-0.12418300653594773,0.7536519924475803
34,-0.5250256716022393,-0.5250256716022393,0.5334393322070954,0.588194375434761,0.5816993464052289,0.7210242141177251
35,-0.7211235880618768,-0.7211235880618768,-0.09785021034151514,0.011759250057968136,-0.07189542483660132,0.9130477988671372
36,-0.65066746165822,-0.65066746165822,-0.6391400841366061,0.3162741395872669,-0.3725490196078432,0.8156944582463812
37,-0.2541654244923648,-0.2541654244923648,0.08688595183676175,0.6395707045612641,0.5947712418300655,0.9271920235847495
38,-0.5388717744873961,-0.5388717744873961,-0.8152307131736726,0.7992646328132764,0.032679738562091505,0.9417006194309187
39,-0.7777667362284276,-0.7777667362284276,-0.5212163370764186,0.7499751565139621,-0.35947712418300654,0.8976448375236014
40,-0.7073768591208719,-0.7073768591208719,0.2812282619497168,0.21567458345755078,-0.5686274509803922,0.8117195004803075
41,-0.7340753254496672,-0.7340753254496672,-0.29918182119314984,0.8795256550399152,0.13725490196078433,0.9358044320779093
42,0.3104110768823082,0.3104110768823082,-0.5276425187982378,0.9338169531948723,0.7908496732026145,0.9568717082381001
43,-0.2517473251846699,-0.2517473251846699,0.8541852992811952,0.40037762098777707,-0.07189542483660132,0.7202954718606116
44,-0.6644804398953261,-0.6644804398953261,-0.3177316241014939,0.8414323097817087,0.6209150326797386,0.9240120573718905
45,-0.6395375799132135,-0.6395375799132135,-0.8158932061346849,0.18768425585478157,-0.6339869281045752,0.5599390506475869
46,-0.7742555235350624,-0.7742555235350624,-0.3179303719897976,0.5179701215674584,0.4509803921568628,0.9349100665805427
47,-0.5732882838119846,-0.5732882838119846,0.16310576700122562,0.8779356719334858,0.7254901960784316,0.847759117559376
48,-0.44698400079499157,-0.44698400079499157,-0.17234754380734704,0.8018483553612243,0.6209150326797386,0.9087415946205573
49,0.11729437874722583,0.11729437874722583,0.28762131902348537,0.904634138262281,0.032679738562091505,0.9167577594488059
50,-0.7646162509523338,-0.7646162509523338,0.7327834641756932,0.9395806419556793,0.8692810457516341,0.9673390970220942
51,-0.7995958792937825,-0.7995958792937825,0.6607042300175562,-0.02938156282089503,-0.46405228758169936,0.9068203650336215
52,-0.8545827950578025,-0.8545827950578025,0.5887574944516215,-0.13514856404650702,-0.5947712418300655,0.7803835834244262
53,-0.6018748550796648,-0.6018748550796648,-0.262479711153069,0.8186094272748352,0.5947712418300655,0.9239126834277387
54,-0.6888601808605784,-0.6888601808605784,0.629434562257776,0.6545099208320913,0.7124183006535948,0.8498459703865647
55,-0.769485574215774,-0.769485574215774,0.4090231541289874,0.683228990691974,0.2941176470588236,0.9244426777965484
56,-0.708403723210441,-0.708403723210441,0.7195004803073968,0.592666202921594,-0.673202614379085,0.8956573586405645
57,-0.6759084434727881,-0.6759084434727881,0.6552386630892048,0.9998012521116963,-0.20261437908496735,0.9545861075226076
58,-0.6427175461260725,-0.6427175461260725,-0.33300208685282723,0.615522210076518,0.411764705882353,0.9442180926827652
59,-0.13220047037000232,-0.13220047037000232,-0.06518930736360927,0.9120209347775681,0.21568627450980396,0.9316969757196331
60,-0.7837291728775382,-0.7837291728775382,-0.04302891781774819,-0.35685183344926963,-0.6209150326797386,0.04309516711384942
61,0.06469243764285004,0.06469243764285004,-0.3475106826989964,0.7992315081652258,0.5816993464052289,0.9278213918977112
62,-0.2710921196462288,-0.2710921196462288,-0.12829176190002983,0.6957832323031569,0.045751633986928116,0.9531286230083806
63,0.06764053131935473,0.06764053131935473,-0.4474477458677002,0.7301666169796946,0.5555555555555556,0.7679287157573952
64,-0.5669283513862665,-0.5669283513862665,-0.09317963496637849,0.5020371658551128,0.281045751633987,0.8639239458080759
65,-0.1323329689622048,-0.1323329689622048,-0.007718042995793171,0.8046639504455266,0.5686274509803922,0.8956573586405645
66,-0.505714001788731,-0.505714001788731,0.42449236476862434,0.6875351949385539,0.46405228758169936,0.9284507602106729
67,-0.8162907019112922,-0.8162907019112922,-0.34068700520056977,0.635198251018583,0.32026143790849676,0.7963496637848223
68,-0.6827321209712147,-0.6827321209712147,-0.6470899996687536,0.7717711749312663,0.5032679738562092,0.9403425088608435
69,-0.6177415614959092,-0.6177415614959092,0.07015800457120144,0.6338070158004571,-0.7385620915032681,0.9041372685415219
70,-0.2475736195302925,-0.2475736195302925,0.24611613501606547,0.5968399085759715,0.607843137254902,0.7306634867004539
71,0.06992613203484714,0.06992613203484714,-0.19662791082844747,0.8645533141210374,0.7385620915032681,0.9365331743350228
72,-0.4413196859783365,-0.4413196859783365,-0.4966709728709133,0.5823644373778528,0.032679738562091505,0.6124747424558614
73,-0.19775414886216838,-0.19775414886216838,0.478651164331379,0.8040677067806155,0.607843137254902,0.8790287853191561
74,-0.9053628805193945,-0.9053628805193945,0.13359170558812813,-0.1829805558315943,-0.8431372549019609,0.8500447182748685
75,-0.6140978502103415,-0.6140978502103415,0.8537546788565372,0.48759481930504495,0.3856209150326798,0.9325913412169997
76,0.542482361124913,0.542482361124913,0.5743482725496042,0.9304713637417603,0.5294117647058824,0.8865812050746962
77,-0.6169134452946439,-0.6169134452946439,0.2010334890191792,0.7604425452979563,0.6601307189542485,0.881181887442446
78,-0.8436516612010998,-0.8436516612010998,0.789592235582497,0.9999337507038989,-0.16339869281045755,0.9802245851137833
79,-0.0540594256186028,-0.0540594256186028,-0.4770943058730001,0.7978733975951505,0.5163398692810458,0.9334857067143663
80,-0.756169465699427,-0.756169465699427,0.008910530325615292,0.1058001258736626,-0.5032679738562092,0.9468680645268145
81,-0.07847229123190567,-0.07847229123190567,0.021199774752393256,0.8757163205140945,0.7385620915032681,0.921991453840803
82,-0.6077379177846236,-0.6077379177846236,0.5840537944284343,0.20073536718672366,-0.07189542483660132,0.6441419059922489
83,-0.7280135148564048,-0.7280135148564048,-0.518268243399914,0.6657391765212496,0.12418300653594773,0.9071516115141278
84,0.22773195534797444,0.22773195534797444,0.15919705853125313,0.8549140415383087,0.8562091503267976,0.9629997681274638
85,-0.40415383086554707,-0.40415383086554707,-0.1687700818178807,0.5443704660637981,-0.07189542483660132,0.9185133657954885
86,-0.5476498062208089,-0.5476498062208089,-0.08165225744476466,0.8887343071979862,0.7777777777777779,0.9403425088608435
87,-0.7046937626287721,-0.7046937626287721,0.03673523468813144,0.6661697969459075,0.4248366013071896,0.8744575838881713
88,-0.5868693895127365,-0.5868693895127365,-0.09838020471032496,0.05829938056908146,-0.30718954248366015,0.8332505217132069
89,-0.42946106197621653,-0.42946106197621653,0.4846467256285403,0.6453675179701216,0.05882352941176472,0.7038987710755573
90,-0.3155122726821028,-0.3155122726821028,-0.36880983139554147,0.5963099142071615,0.34640522875817,0.7429196064791812
91,-0.042101427672330986,-0.042101427672330986,-0.42840107323859683,0.6335751432641029,0.39869281045751637,0.959190433601643
92,-0.7134386697141344,-0.7134386697141344,0.28795256550399156,0.5045877637550101,-0.5947712418300655,0.8581933816953196
93,-0.5740501507171486,-0.5740501507171486,-0.052734439696578234,0.5125376792871577,0.411764705882353,0.880155023352877
94,-0.9107548033556765,-0.9107548033556765,0.7877909784603498,0.560715277764083,-0.928840728025648,0.21026191289079643
95,-0.6796846533505583,-0.6796846533505583,-0.20497532213720232,-0.19457418264930937,-0.25490196078431376,0.4305210507138362
96,-0.6416575573884528,-0.6416575573884528,-0.17980058961873532,0.3533737454039551,0.09803921568627452,0.712610553512869
97,-0.7302328662757959,-0.7302328662757959,-0.3747722680446521,0.06840239822451886,-0.7516339869281047,0.8160588293749379
98,-0.76064129318626,-0.76064129318626,0.39915200900990433,0.09221902017291067,-0.24183006535947715,0.7883666236046243
99,-0.5361555533472457,-0.5361555533472457,0.5942893106760742,0.5597734274073338,0.542483660130719,0.7864453940176886
100,-0.5535459935738183,-0.5535459935738183,0.5705720626718342,0.7531551227268211,-0.30718954248366015,0.874225711351817
