,Variance,Lag-1 AC,Coefficient of variation,Skewness,Kurtosis,Smax
68,-0.06207852628116263,0.8418783336074627,0.6328743626494985,-0.46872576893254075,0.02887755821330389,0.5494252873563219
69,-0.23070325900514585,0.8246786813599946,0.3899527714466976,0.34299443126013307,-0.4337390446204094,0.03908045977011494
70,-0.08006532108367209,0.339740125472873,0.39720153199088326,0.23290020912145493,0.3425244954063771,0.03448275862068966
71,0.23421602951197165,0.9175497544585165,0.8259475081651356,0.04048497380107616,0.028642590286425906,0.6551724137931034
72,-0.333454733428887,0.8035668131300078,0.38457200592119184,-0.4487299983552246,0.23500317206701288,-0.12183908045977011
73,0.07073709438661624,0.8186165088465425,0.8017810568857352,0.1198101459150826,0.20733569867713061,0.2367816091954023
74,-0.29516670974411996,0.7812683568692874,0.5213585845532086,0.4368876148405743,-0.20733569867713061,0.5632183908045977
75,-0.06987946145351161,0.7144787236542213,0.5454310486618578,-0.36518715195375834,-0.539815315209474,0.3195402298850575
76,0.3842547992199065,0.8258652693907282,0.7899034281820533,-0.3248196621161212,-0.49374985314504577,0.47126436781609193
77,-0.31653704269367233,0.5553349467797646,0.10592354143659391,-0.29044385441387255,0.3362860969477667,-0.1310344827586207
78,-0.02467163232218802,0.7887403369440072,0.48684179609483313,-0.12653022862379287,0.24524777367889286,0.19999999999999998
79,-0.37263563523579035,0.6849667520383469,0.27014262553161494,0.18858525811226767,-0.17608496440235907,-0.7011494252873564
80,-0.30784322939918707,0.42737141380201604,0.13584670692450482,-0.06715383350172703,-0.03509245987922649,-0.23218390804597702
81,-0.46155924716276236,0.6924739773020984,-0.011689654362179563,0.06599074226368101,0.4108884137315257,-0.439080459770115
82,0.2283770765290538,0.698571395004582,0.7094856552080642,-0.5116896543621796,-0.026798092060433754,0.23218390804597702
83,-0.009210742733616863,0.8417373528513359,0.736624450762471,-0.4898611339552152,0.3804365704081394,-0.18620689655172415
84,-0.030545830494137553,0.7494536995700087,0.6598721774477785,0.4927277426631265,-0.07772739021123617,0.5908045977011495
85,0.24428440517869313,0.49480720881599666,0.5160130642167344,-0.21950703728941,-0.5126412744660355,0.3977011494252874
86,-0.09599614652599921,0.7711882328062221,0.5857750417068072,-0.07756291266242159,-0.5480156958575155,-0.02528735632183908
87,-0.3433116379614183,0.43651166615756953,0.458222702601095,0.5915082591226298,0.47765455015390407,0.5954022988505747
88,-0.5332127164642027,0.6436828872858856,-0.3473530863037196,0.11596842031062762,0.3892243708733758,-0.4850574712643679
89,0.2098028619093494,0.7280363730350808,0.5398740571911935,-0.4806386428252544,-0.4434079748114383,0.5494252873563219
90,0.03160318616508847,0.6377969407175921,0.4171738057755117,-0.2566907117178505,0.27618130125237905,0.18160919540229886
91,0.023990225334241878,0.5176695881012242,0.5037829836227355,-0.555757889048145,-0.011384196057238189,0.09885057471264368
92,-0.38437228318334554,0.617319485890176,0.5917432270495079,-0.33778989167978574,0.10443149510091873,0.3425287356321839
93,-0.47223853943936656,0.5152376700580371,-0.05944688550012924,0.013334429850325433,0.6596607063135883,0.30114942528735633
94,0.1783524048967316,0.7694024765619494,0.5718296952465989,0.12098498554947251,-0.08972250287835712,0.36091954022988504
95,0.5492845226626566,0.8490096101882094,0.8329613007824432,0.34053901642425816,0.45151436828872865,0.44367816091954027
96,-0.6141121736882916,0.17435795013980593,-0.17560328015225923,-0.5725698442162646,-0.06055123475645575,-0.5402298850574713
97,-0.36753683122253816,0.4918231161446463,0.05521746281632558,-0.05811931671326865,0.5100331304776898,0.19540229885057472
98,0.0325195610799126,0.7551751685894876,0.5193026151930262,0.43906106816419566,-0.346025517516859,-0.07586206896551725
99,-0.5648511478183229,0.8179351018585964,-0.26422143377428986,-0.6634554383326676,-3.5245189031697175e-05,-0.5862068965517242
100,-0.056039850560398514,0.7475857045513288,0.6308418900820039,-0.8092882821494867,-0.21469019478841142,0.37471264367816093
