,Variance,Lag-1 AC,Coefficient of variation,Skewness,Kurtosis,Smax
1,0.18251133720247187,0.7839822364247281,0.6520829906717734,-0.23010409079160699,-0.20820508000657914,-0.0942528735632184
2,-0.49355013040719947,0.7417584999647548,0.05054160107145375,-0.1661105759063888,0.0637467985619963,-0.25057471264367814
3,0.12208933480579902,0.812507342747715,0.5651213609342326,0.03458727883643883,0.01985478982118941,0.2781609195402299
4,-0.03183815409196645,0.6069574003148571,0.36377734439249043,0.13019572828308937,-0.36376559599614655,0.12183908045977011
5,0.13804365704081395,0.5353039310134168,0.46719847740783393,0.03881670152024249,0.05863624615240021,0.30574712643678165
6,-0.3602763222820085,0.6494630982870839,0.4124039568598887,-0.024025470523273574,0.09425738386710215,-0.08505747126436781
7,-0.2348386945181983,0.5630888883667381,0.6702695082121292,-0.4849033106980898,0.24913649286872344,0.11724137931034484
8,-0.5559106182006157,0.6975022909372871,0.2745012805752015,-0.01670621960102446,0.6019408350760123,-0.2367816091954023
9,-0.3901994877699194,0.5020089757748067,0.1263070090932588,0.1424258088770883,0.1961982189431143,0.3977011494252874
10,-0.4530769050024672,0.35789139782419704,0.31182593575976886,-0.10546535397918186,-0.24537700603867577,0.18160919540229886
11,-0.4247750182100144,0.4723207782137739,-0.14223783453558592,-0.5977701543739281,-0.01036208557531897,-0.22758620689655176
12,0.5052162879766913,0.6327333818933716,0.7492422284358187,-0.04346906647242652,0.2185084236001786,0.6735632183908047
13,-0.6060527737963769,0.7871778002302686,0.5602340280551705,-0.20526798092060436,0.051528466364341274,-0.37931034482758624
14,-0.31634906835216997,0.7421227002514158,0.43981296553020516,-0.6554077868370968,-0.13953570337648913,0.22298850574712642
15,0.4274184073873917,0.8507718696397942,0.7494536995700087,-0.5184802274489533,-0.29415634765854465,0.7839080459770115
16,0.09533823633074086,0.7977161117507461,0.6051951408632723,0.4138137644211566,0.39784769378979773,0.4482758620689655
17,-0.04828590897342513,0.23759956765901458,0.13233393641767902,-0.4313893653516296,0.197279071406753,0.18160919540229886
18,0.16188115322258514,0.5395920956789398,0.528525106322987,-0.15270565567799999,0.39649662821024934,0.6275862068965518
19,-0.1958105218637656,0.8053408209779367,0.5312154890857399,0.02571723959679504,0.17809394017716584,0.48965517241379314
20,0.3751850372424165,0.8862050330129938,0.7380225099273949,-0.030663314457576543,0.03946286331915694,0.7057471264367816
21,-0.11836509316478301,0.4364881693648817,0.2509574943020278,0.31214314246105407,-0.1848492680749078,0.21839080459770116
22,-0.039744824831410515,0.8599591155807234,0.7949317418172421,-0.43578326558424785,-0.21655818980709138,0.36551724137931035
23,0.18009116755562868,0.6233581616109402,0.590568387415118,-0.04418571864940436,-0.08273220705373717,0.2781609195402299
24,-0.3643882610023732,0.5182687563147631,0.06412274724500107,0.18568340421532464,-0.4512911487581946,0.40689655172413797
25,0.5878310110669894,0.8913978241969973,0.8353344768439108,-0.5349514791230998,-0.27562912662421585,0.6873563218390805
26,-0.013545900984515616,0.8958034728259594,0.8421133015343407,-0.3710848469183957,-0.4919288517117414,0.6
27,-0.3730115839187952,0.6399938908339013,0.0910383232688738,-0.592542118000893,-0.23628374726849788,-0.06206896551724138
28,-0.1225827674522428,0.7786249676919101,0.20851053831152053,0.24669282642919244,0.5058037077938862,-0.043678160919540236
29,-0.438203435231091,0.8366972908198032,0.2719753753612632,-0.4584224253389413,-0.2609083860053103,0.21379310344827587
30,-0.1562301745811697,0.8114264902840763,0.7128691933551071,-0.2556686012359313,0.06314763034845744,0.5126436781609195
31,-0.33858878263117087,0.6835099508917033,0.43467891632792127,-0.2808806597899387,-0.5795953852299162,0.48045977011494256
32,-0.4644845978523932,0.6227589933974014,-0.09289456989120985,-0.7689207923118496,-0.18704621819121692,-0.4482758620689655
33,-0.4970276557249936,0.6632087220094457,-0.1251086726661811,-0.16964684320590243,-0.4323762306445171,-0.25517241379310346
34,-0.6486524589393549,0.7587231842853451,-0.233593364505745,-0.615698207194718,-0.030428346530698567,-0.535632183908046
35,0.1810662844521723,0.7859207218214714,0.677154068469654,-0.3353932188256304,-0.017540355741441294,0.6459770114942529
36,-0.5400032895509763,0.664465800418243,-0.17854037923823401,0.091249794403064,0.2712939683733171,-0.39310344827586213
37,-0.14340092577363192,0.3559646608237976,0.23362860969477667,-0.6662750534552035,-0.24579994830705612,0.07126436781609195
38,-0.19443595949152945,0.6688362038581734,0.17782372706125618,-0.08080547005333774,-0.4081627857797411,0.043678160919540236
39,-0.11007072534599029,0.4242815855635706,0.2958246199393783,-0.2672055264456402,0.24026645362907967,-0.06666666666666667
40,-0.2527080053572688,0.444606311238516,0.007659954416222186,-0.6207500176225945,0.1483704974271012,-0.22758620689655176
41,-0.13584670692450482,0.6786931083907047,0.5329072581592613,-0.7854155407786838,0.2598040367489838,0.21379310344827587
42,-0.1334852792593811,0.9003618506073923,0.719166333795437,0.42590286425902874,-0.38561761319579885,0.8390804597701149
43,-0.38154091966446585,0.8033905871848493,0.5017035174698654,-0.08519937028595596,-0.1297845344110529,0.13563218390804596
44,-0.3198148452736202,0.42261331328273694,0.0947743133062337,0.37397495241899487,0.2894452407246411,0.12183908045977011
45,0.22814210860217585,0.6164031109753519,0.6191522357198244,0.23656570878075145,0.5364435254587749,0.48045977011494256
46,-0.03814704292864025,0.7854155407786838,0.6717967997368359,-0.2585939519255622,-0.11445287718226463,0.6551724137931034
47,-0.3719659766441881,0.3810122418289904,0.36373035080711486,-0.20412838647524614,0.1984069174557673,0.44367816091954027
48,-0.16197514039333633,0.7062665946098359,0.49551211259663064,-0.5799243403275454,0.592647853567988,0.44367816091954027
49,0.47038229281703053,0.7473859818134825,0.6255903569162811,-0.5574731549143542,-0.35552997015907334,0.503448275862069
50,-0.02309734721210555,0.6859301205385465,0.4720153199088325,0.0017270142625531617,0.6060880189854085,0.36091954022988504
51,0.5375008811297258,0.7870133226814541,0.8105101153692522,-0.19531708921732185,0.4949599379684673,0.67816091954023
52,-0.018785685753894596,0.7450950445264222,0.5675650273737636,-0.24635212293521935,-0.5001409807561268,0.3885057471264368
53,0.4372283183345474,0.8638830799595856,0.7483963438990578,-0.257101905589887,0.4782772151601307,0.26436781609195403
54,-0.4919288517117414,0.20768815056744758,-0.20560868441457744,-0.41003078079842104,0.7127047158062925,-0.3885057471264368
55,-0.33299654597147493,0.1535515402147607,-0.055558166310298654,-0.37940271152987626,-0.2536478770647807,-0.5402298850574713
56,-0.170974411992763,0.7512394558142814,0.44156347658544615,0.14963932423224233,0.20664254329284057,0.12643678160919541
57,-0.35588242204939025,0.6545853990930238,-0.047710237552574086,-0.02016024812613079,-0.49972978688409037,-0.14942528735632182
58,0.3059047440024437,0.8278859935618789,0.7358960501891493,-0.5359148476232994,-0.5294649780304989,0.6367816091954024
59,-0.44901195986747816,0.840797481143824,0.039932799172912904,-0.6621748631311827,0.2060668718719895,-0.40689655172413797
60,-0.41538804953123903,0.5466176366925916,0.3201203035785616,-0.16848375196785642,0.5476279987781668,0.03448275862068966
61,0.2884701238280975,0.9261025869968751,0.7695082121290444,0.4087267088042483,0.5087995488615804,0.2781609195402299
62,-0.23841020700674362,0.8019690312272375,0.6680490613031322,-0.10854343382128341,-0.4361709626635965,-0.17241379310344826
63,-0.34480368429709346,0.7118235860805001,0.3842195540308748,0.41621043727531193,-0.11059940318146574,0.14022988505747128
64,-0.4311896426137833,0.6822881176719379,0.06814069879461454,0.18011466434831647,-0.5481919218026741,-0.17241379310344826
65,-0.6026809840456778,0.34784651895016333,0.3045066848375197,0.09679503747738435,-0.1049131793510186,-0.4344827586206897
66,-0.20604337507930168,0.8629549566484176,0.41777297398905056,0.27533541671561834,0.06717733029441482,0.5678160919540229
67,-0.4300265513757373,0.8640945510937759,0.4404356305364318,-0.0836368335722174,0.08857116003665501,-0.4114942528735632
