Realisation number,Variance,Standard deviation,Kurtosis,Coefficient of variation,Smax,Smax/Var,Lag-1 AC
24,0.9684643754342829,0.9684643754342829,0.3103604325903754,0.9756302670728881,0.9738751814223513,0.3251088534107402,0.7585796497229497
25,0.9594419797958201,0.9594419797958201,0.3040568710246405,0.9724517611844566,0.9811320754716981,-0.3991291727140784,0.35262885955066187
26,0.9678443529851941,0.9678443529851941,0.792727207939138,0.9762609795642024,0.9883889695210449,0.4818577648766328,0.6170007304862186
27,0.9721916368236321,0.9721916368236321,0.34875550091756197,0.9817200277941097,0.9927431059506532,0.7460087082728593,0.7498815186986654
28,0.9786270422434834,0.9786270422434834,0.15907495501273897,0.9849983074099808,0.9883889695210449,0.5979680696661829,0.8165695654497834
29,0.9819480820282572,0.9819480820282572,0.23370570313752737,0.9878311685997826,0.9883889695210449,0.08127721335268505,0.7601546492775313
30,0.9746574732303525,0.9746574732303525,0.6357724446344896,0.9810643718709355,0.9912917271407838,0.6995645863570392,0.8353982931565912
31,0.9679049298911396,0.9679049298911396,0.36153010137723374,0.9757371674951449,0.9985486211901307,0.6966618287373004,0.8185507866089404
32,0.9664297040639978,0.9664297040639978,-0.20514547365795427,0.9754057761861492,0.9883889695210449,0.10885341074020319,0.6958861154168224
33,0.9765353573146612,0.9765353573146612,-0.22150480161063302,0.9822331498209417,0.9811320754716981,0.23512336719883892,0.7742156181516916
34,0.9787980829190942,0.9787980829190942,-0.20932884351559855,0.984684732838028,0.9941944847605225,0.4310595065312047,0.6432483474976393
35,0.9750530047927022,0.9750530047927022,-0.3479074242343257,0.9823685570224668,0.9941944847605225,0.3701015965166909,0.6774101591034617
36,0.9488873447716784,0.9488873447716784,0.7707912412920697,0.9633117750815116,0.9854862119013063,0.49056603773584906,0.6679637251233809
37,0.9761576424893544,0.9761576424893544,0.5740481408234895,0.9825609777825288,0.9854862119013063,0.14078374455732948,0.8428029290715697
38,0.9698041940598998,0.9698041940598998,-0.026329574001817305,0.9757941810536819,0.9912917271407838,0.027576197387518143,0.763347408555597
39,0.9703921463823114,0.9703921463823114,-0.16490815472054446,0.9758761380440785,0.9883889695210449,-0.026124818577648767,0.6667628770466976
40,0.9752062287312702,0.9752062287312702,-0.13351862739857823,0.9850517576211092,0.9927431059506532,0.36574746008708275,0.8040515260035276
41,0.9660448625438736,0.9660448625438736,0.03515242218540096,0.9738307766315676,0.9883889695210449,0.4586357039187228,0.7700607550733158
42,0.9715395442478664,0.9715395442478664,0.3368040337092665,0.9786341689383005,0.9883889695210449,0.625544267053701,0.844420688795054
43,0.9731074171076308,0.9731074171076308,0.053931263028488954,0.9805013629803837,0.9912917271407838,0.28301886792452835,0.7934505674630749
44,0.9788978566465337,0.9788978566465337,-0.12421472731483955,0.9833912377287223,0.9912917271407838,0.679245283018868,0.8354980668840307
45,0.9640885848165766,0.9640885848165766,0.2936839667183352,0.9751385251305075,0.995645863570392,0.2539912917271408,0.8298679779785129
46,0.9763393732071909,0.9763393732071909,0.6103657776114881,0.9837155023429008,0.969521044992743,0.46008708272859217,0.593464820852709
47,0.9530350811552372,0.9530350811552372,0.7300514903700536,0.9698576442710282,0.9898403483309145,0.2539912917271408,0.5232526235145295
48,0.9584264257843818,0.9584264257843818,0.40551606178844407,0.9688028934380957,0.9941944847605225,0.6269956458635705,0.7440875158123541
49,0.9803196322625473,0.9803196322625473,-0.4421045129794929,0.9868049245461186,0.984034833091437,0.8272859216255444,0.7954068451903717
50,0.9842927646230868,0.9842927646230868,0.3487626276123791,0.9896662925151887,0.9898403483309145,0.5021770682148041,0.7283909704776667
51,0.9733176546047356,0.9733176546047356,-0.1440411922960429,0.9796212161704705,0.9811320754716981,-0.3178519593613933,0.8630356156573484
52,0.980843444331605,0.980843444331605,0.4433481212250788,0.987474833858927,0.995645863570392,0.6400580551523949,0.7552372298537244
53,0.9796140894756534,0.9796140894756534,0.39402426639585225,0.9850731377055605,0.984034833091437,0.19448476052249639,0.8336273094945391
54,0.9717212749657027,0.9717212749657027,0.03333867835444616,0.9800559445543142,0.9854862119013063,0.30043541364296084,0.6976784791633259
55,0.9621501238263225,0.9621501238263225,0.49173481568585525,0.9735670889233344,0.9825834542815677,0.13497822931785197,0.6783615728615461
56,0.9766814545584122,0.9766814545584122,0.5425944732481693,0.9850410675788835,0.984034833091437,0.2235123367198839,0.8012293548559517
57,0.9555508044256774,0.9555508044256774,0.6743100468580183,0.9687066830580646,0.9738751814223513,-0.15384615384615385,0.48778306340976707
58,0.9763785700286849,0.9763785700286849,0.32091150426710846,0.980259055356602,0.9927431059506532,0.21770682148040638,0.8528800755429651
59,0.968984624155932,0.968984624155932,0.42004739252053375,0.9779108094143637,0.984034833091437,0.5950653120464442,0.7871719493291998
60,0.9758975181285299,0.9758975181285299,0.5144725354998485,0.9840896538207993,0.9767779390420901,-0.06386066763425255,0.754239492579329
61,0.9730005166853741,0.9730005166853741,-0.22424501576781225,0.9763714433338677,0.9782293178519594,0.22060957910014514,0.8291731252338446
62,0.9665116610543943,0.9665116610543943,0.4133447360450407,0.9763500632494164,0.984034833091437,0.33526850507982586,0.6161027669392627
63,0.9618650560336379,0.9618650560336379,0.7818518716482262,0.9756195770306625,0.9796806966618288,0.11030478955007257,0.7145224223635682
64,0.9507723555508043,0.9507723555508043,0.6099666827017299,0.9637108699912698,0.972423802612482,0.7329462989840348,0.7491866659539971
65,0.9637607568549895,0.9637607568549895,0.4779767313414221,0.9779001193721382,0.995645863570392,0.46589259796806964,0.7611559498993354
66,0.9634008587667253,0.9634008587667253,0.7150854312541202,0.9706095105742334,0.9927431059506532,0.12917271407837447,0.7161473087818696
67,0.9738307766315676,0.9738307766315676,-0.36897749746111497,0.9810109216598072,0.9970972423802613,0.2467343976777939,0.6739358953801201
68,0.9691556648315426,0.9691556648315426,0.5441837261923851,0.9765246672724357,0.9970972423802613,0.6284470246734398,0.7435708304381136
69,0.9713542501826216,0.9713542501826216,0.4897250877474299,0.9786840558020204,0.9869375907111756,0.4934687953555878,0.7471769380155718
70,0.9742512516257772,0.9742512516257772,0.42238138507313766,0.9830776631567695,0.9941944847605225,0.6429608127721336,0.828111247706095
71,0.970010868209596,0.970010868209596,-0.31450460562652555,0.9789940670265647,0.995645863570392,0.4789550072568941,0.7621750672581823
72,0.9689097938603524,0.9689097938603524,0.10681490191886257,0.9768132984125286,0.9912917271407838,0.6313497822931785,0.7596379639032907
73,0.963219128048889,0.963219128048889,0.5689133572077609,0.9748819641170916,0.984034833091437,0.6487663280116112,0.6548078464909936
74,0.9675842286243698,0.9675842286243698,0.5982005095586794,0.9762004026582571,0.995645863570392,0.6937590711175617,0.7948580896894542
75,0.978277834197445,0.978277834197445,0.12361252160279367,0.986872628146881,0.9854862119013063,0.5950653120464442,0.7743510253532169
76,0.976866748623657,0.976866748623657,-0.06022769789940669,0.9852156716019028,0.9970972423802613,0.7184325108853411,0.7670711065975376
77,0.9689311739448037,0.9689311739448037,-0.20667058634881608,0.9770164092148164,0.9927431059506532,0.6458635703918724,0.7693765923708731
78,0.9653678265362481,0.9653678265362481,0.6254209204126356,0.9746645999251696,0.9941944847605225,0.4571843251088534,0.7476223564416411
79,0.9683182781905321,0.9683182781905321,0.4533254939690345,0.9759438416448412,0.9970972423802613,0.7808417997097243,0.8233898123897588
80,0.9666007447396083,0.9666007447396083,0.6056657223796034,0.9775972348424109,0.9854862119013063,0.49492017416545725,0.8401696153366472
81,0.9721381866125036,0.9721381866125036,-0.12361608495020222,0.9809467814064532,0.9970972423802613,0.444121915820029,0.7982967199387104
82,0.9761077556256347,0.9761077556256347,0.41852584317708047,0.9821298127460936,0.9898403483309145,0.7402031930333818,0.8053022609439308
83,0.9769736490459137,0.9769736490459137,0.40104762413811534,0.9826928216366453,0.9941944847605225,0.7735849056603774,0.8660359541753523
84,0.9636645464749585,0.9636645464749585,0.31328594081279953,0.9734281183744009,0.9869375907111756,0.5065312046444121,0.6463698398275339
85,0.9634935057993478,0.9634935057993478,0.27631621144903523,0.9737523829885794,0.9898403483309145,0.5921625544267054,0.7950861439236019
86,0.9694870561405383,0.9694870561405383,0.5988347853974023,0.9777575854757959,0.9912917271407838,0.4310595065312047,0.8083631763678799
87,0.9778217257291499,0.9778217257291499,0.30028684946638873,0.9854651059205017,0.9883889695210449,-0.567489114658926,0.39781210469114686
88,0.9683824184438861,0.9683824184438861,0.8723573324781299,0.9774083774297574,0.9796806966618288,0.3991291727140784,0.8079997149322072
89,0.9724268177525967,0.9724268177525967,-0.20447912769255436,0.977508151157197,0.9825834542815677,0.19448476052249639,0.7031268373510074
90,0.9816594508881643,0.9816594508881643,-0.048073119888823554,0.9875104673330125,0.9898403483309145,0.26995645863570394,0.7417535232597502
91,0.9727261389349153,0.9727261389349153,-0.18717907602401695,0.9802269852299249,0.9941944847605225,0.5965166908563135,0.7432536925187521
92,0.9772907869652752,0.9772907869652752,0.6637910453079622,0.981901758511946,0.9898403483309145,0.2873730043541365,0.8873697151103745
93,0.9704776667201168,0.9704776667201168,0.24507990806563681,0.9766565111265522,0.9912917271407838,0.24383164005805516,0.7194327150925579
94,0.9786662390649775,0.9786662390649775,0.42693534306127173,0.9841003438630248,0.9854862119013063,0.008708272859216257,0.7767491581591747
95,0.963154987795535,0.963154987795535,0.41200135407201516,0.9734530618062607,0.9898403483309145,0.23657474600870831,0.5949649901117109
96,0.9763750066812764,0.9763750066812764,0.6088656083524863,0.9815525504659075,0.9927431059506532,0.714078374455733,0.8532827338001319
97,0.9731430505817164,0.9731430505817164,0.7186416519678587,0.9811855256828265,0.9912917271407838,0.4557329462989841,0.722030395353395
98,0.9687530065743759,0.9687530065743759,0.3673668644324478,0.9799241007001978,0.9927431059506532,0.4775036284470247,0.8457320006414025
99,0.9634115488089511,0.9634115488089511,0.33898123897589394,0.9724838313111336,0.9825834542815677,0.20899854862119013,0.7476330464838669
100,0.9675984820140039,0.9675984820140039,0.5248988900172822,0.9780355265736632,0.9883889695210449,0.23222060957910018,0.7260747946621056
