Realisation number,Variance,Standard deviation,Kurtosis,Coefficient of variation,Smax,Smax/Var,Lag-1 AC
82,0.6968125857430469,0.6968125857430469,-0.094888378142427,0.957895487020507,0.7213352685050799,0.690856313497823,0.8912608904805174
83,0.8797263349190227,0.8797263349190227,-0.43685926559409904,0.9692768186434336,0.9448476052249637,0.9201741654571843,0.9642168653232845
84,0.7850054341047981,0.7850054341047981,-0.509505229212322,0.9619185062447663,0.8925979680696663,0.8432510885341075,0.9204482691039962
85,0.8550964776310866,0.8550964776310866,0.49825930479092057,0.976995029130365,0.9651669085631351,0.9346879535558782,0.9591604753505443
86,0.7816843943200242,0.7816843943200242,0.35325957204197617,0.9548915851550946,0.7808417997097243,0.5645863570391872,0.9228535286047712
87,0.3310385376022235,0.3310385376022235,-0.0920947137741194,0.9384396101697935,0.31349782293178524,0.2844702467343977,0.8756463021362267
88,0.862846758244695,0.862846758244695,0.8306732944928465,0.9602152261834767,0.6110304789550073,0.2409288824383164,0.9347337288648956
89,0.9010030822955083,0.9010030822955083,-0.5912163486379104,0.9791472909651325,0.865021770682148,0.567489114658926,0.9383469631371709
90,0.886204500507777,0.886204500507777,-0.5238797726584352,0.9705382436260623,0.8853410740203194,0.8055152394775037,0.935749282876334
91,0.7006966344183725,0.7006966344183725,-0.4175352325975021,0.9548951485025031,0.8838896952104499,0.8098693759071118,0.9362980383772515
92,0.8432269674131878,0.8432269674131878,-0.5412047677588326,0.9673882445168991,0.6923076923076924,0.3178519593613933,0.9448001852940651
93,0.8002921944875014,0.8002921944875014,0.023678443529851944,0.9346624619167244,0.8084179970972424,0.7068214804063861,0.9379656849644555
94,0.9216384271384538,0.9216384271384538,0.16877082331141874,0.9752846223742584,0.6357039187227866,-0.08417997097242381,0.9396333315516595
95,0.8476348281575711,0.8476348281575711,0.15869011349261494,0.9782030039018654,0.8896952104499274,0.7155297532656023,0.9547597413009781
96,0.8966736151941133,0.8966736151941133,-0.5995759616583818,0.9784951983893669,0.8200290275761974,0.6995645863570392,0.9492543695547596
97,0.759652217292925,0.759652217292925,-0.7683325315801663,0.959050011580879,0.8505079825834543,0.7822931785195937,0.9222584495875424
98,0.7133322643291107,0.7133322643291107,-0.6218076861403602,0.9673241042635451,0.8838896952104499,0.7721335268505081,0.9573289147825467
99,0.686589342027901,0.686589342027901,-0.6762948313645839,0.9658560051312203,0.6647314949201742,0.37735849056603776,0.9450923797815668
100,0.7740944643398007,0.7740944643398007,-0.14653909882944036,0.9579061770627326,0.7271407837445574,0.6037735849056605,0.9133678978031962
